GeneID	GSM4314620	GSM4314621	GSM4314622	GSM4314623	GSM4314624	GSM4314625
246175	742	920	809	1045	844	922
65008	877	1118	945	1021	728	748
102724916	76	90	82	86	66	65
80144	123	152	155	133	116	109
107986293	1	6	8	5	1	2
109623453	0	0	0	0	0	0
306	9	10	7	3	3	10
100505702	9	7	6	3	4	1
101928893	0	0	0	0	0	0
55589	417	539	468	541	411	434
105377299	1	0	0	0	1	0
152559	1152	1367	1174	1197	914	995
100505875	9	7	9	9	3	2
84779	1350	1766	1513	1614	1331	1397
105377300	0	0	0	0	0	0
2712	0	0	0	0	0	0
100506035	0	0	0	2	0	1
107986294	0	0	0	0	0	0
105377301	0	0	0	0	0	0
105377302	2	2	4	4	4	0
118425	0	0	0	0	0	0
118429	774	922	875	790	640	611
105377303	2	6	3	6	4	3
56978	68	89	100	126	99	101
2250	10	19	21	26	19	20
255119	0	0	2	1	0	2
105377305	0	0	0	0	0	0
651	0	0	0	0	0	0
5593	6	13	7	0	1	0
101928942	0	0	0	0	0	0
153020	5	4	4	2	0	2
105377306	0	0	0	0	0	0
107986215	21	14	15	6	7	2
105377308	1	1	1	1	0	3
105377307	0	0	0	0	0	0
3184	24688	30228	28346	31544	25419	25695
101928963	11	18	11	8	17	20
9987	14367	17876	16223	17927	14124	14773
58478	1851	2219	1963	2542	2149	2151
105377310	4	1	3	0	2	0
441027	10	17	18	20	21	25
439934	0	0	0	0	0	0
79966	298	375	289	306	247	222
693160	0	0	0	0	0	0
22872	4912	5868	5305	6240	4767	4934
100499177	911	1109	1007	1083	903	878
106633808	11	7	9	11	7	5
106633809	5	3	1	5	4	6
79725	101	170	114	157	125	127
132660	842	1082	960	1138	933	975
51138	1377	1807	1587	1883	1477	1533
51316	85	122	102	107	104	95
27235	521	646	524	680	547	584
10855	138	156	138	322	243	247
105377313	0	0	0	0	0	0
113510	346	424	381	498	372	385
51023	677	906	806	1092	884	928
84142	761	982	891	1273	1066	1034
84803	4248	5316	4667	6355	4965	5302
105377315	0	0	0	0	0	0
101928978	26	31	17	34	20	33
4825	388	471	394	571	459	504
102723338	0	0	0	0	0	0
1040	170	217	173	350	308	331
23001	1158	1490	1363	1566	1379	1258
404201	45	51	42	75	77	47
83478	91	102	121	134	142	129
105377319	0	2	5	2	4	8
100616349	0	0	0	0	0	0
5602	48	60	50	74	61	85
101929064	0	0	0	0	0	0
100616463	0	0	0	0	0	0
5783	1088	1417	1248	1790	1469	1461
107986189	0	1	1	0	0	0
345274	0	0	0	0	0	0
132989	15	24	20	28	19	30
100506746	30	34	19	18	19	13
4299	777	966	887	1066	955	945
105377320	0	2	0	0	0	0
57563	1462	1710	1675	2018	1619	1558
100847027	0	0	0	0	0	0
345275	3	4	0	6	1	3
51170	1401	1683	1437	1567	1259	1310
53343	613	768	686	850	743	634
105377321	0	0	0	0	0	0
8404	5	1	5	2	1	1
1834	0	0	0	0	0	0
1758	0	1	0	1	2	0
105377323	0	0	0	0	0	0
105377324	0	0	0	0	0	0
3381	0	0	0	0	0	0
56955	0	0	0	0	0	0
6696	377	519	438	511	392	372
5311	1496	1853	1541	1924	1581	1805
9429	83	102	88	188	148	185
152926	392	435	416	732	621	689
105369192	0	0	0	0	0	2
105377326	0	0	0	0	0	0
55008	138	204	200	367	299	303
102723458	51	52	62	88	66	61
51191	101	93	77	243	202	230
84992	1090	1331	1259	1483	1234	1169
100996939	1090	1331	1259	1483	1234	1169
101929134	0	0	3	6	1	6
8916	396	486	424	596	441	478
266812	0	0	0	0	0	0
285512	41	46	56	58	58	60
10144	608	699	626	862	719	708
105377327	1	0	1	2	0	0
166815	207	261	263	257	227	206
285513	139	195	175	460	386	410
105377328	0	1	0	1	1	1
105377329	3	2	4	10	4	11
6622	225	293	259	868	719	685
644248	0	2	2	2	3	1
22915	0	0	0	0	0	0
105377331	0	0	0	0	0	0
401145	18	23	16	49	39	40
112268468	0	0	0	0	0	0
101929194	0	0	0	0	1	0
2895	71	86	77	234	187	212
107986295	0	0	0	0	0	0
474	0	3	4	5	6	8
101929210	0	0	0	0	0	0
56916	2187	2780	2400	2735	2168	2264
27306	0	0	0	0	0	0
10611	2217	2640	2536	2218	1846	1759
100507012	0	0	0	0	0	1
658	45	37	44	48	43	40
8633	15	20	24	28	25	17
105377335	7	12	6	13	5	7
105377337	0	0	0	0	0	0
5161	0	0	0	0	0	0
105377338	0	0	0	0	0	0
285555	1	3	1	4	4	4
101410545	0	0	0	1	0	1
105377340	0	0	1	0	0	0
5910	1988	2409	2177	2639	2128	2155
10098	367	431	366	275	203	245
112267901	0	1	0	0	0	0
105377342	0	2	1	0	0	1
105377343	0	1	1	0	1	0
1977	3140	3830	3427	4055	3057	3167
23173	2999	3732	3274	4435	3627	3799
100500867	1	0	0	1	0	0
128	6684	8361	7533	7056	5846	6069
100507053	20	31	23	5	11	8
127	0	0	0	0	0	0
359806	0	0	0	0	0	0
130	3	7	11	2	2	1
124	0	0	0	0	0	0
125	1	0	0	0	0	0
126	0	1	0	0	1	0
102723576	0	3	0	0	1	2
131	0	0	0	0	0	0
84103	0	0	0	0	0	0
93587	202	224	211	345	285	300
4547	1	5	1	1	0	1
285556	1	2	5	1	1	1
27071	2	0	0	0	4	1
8649	672	881	773	1018	844	785
79982	1177	1411	1274	1525	1292	1261
3015	17970	22717	20689	24854	20179	20601
256880	4	8	6	14	5	6
107986232	0	0	0	0	0	0
115265	3	6	5	0	0	1
101929353	0	0	0	0	0	0
107399301	0	0	0	0	0	0
51705	3	3	4	8	2	2
105377345	0	0	0	0	0	0
100874275	0	0	0	0	0	0
107986233	0	0	0	3	0	0
5530	1369	1730	1545	2263	1735	1803
102465868	0	0	0	0	0	0
100302193	0	0	0	0	0	0
90024	46	67	49	78	69	60
107986297	0	0	0	0	0	0
55024	0	0	1	2	2	4
64116	901	1032	949	1386	1105	1140
105377621	14	30	20	28	21	18
4790	2575	3338	2944	3939	3231	3378
105377347	5	8	12	11	11	4
4126	442	565	515	760	588	641
102723704	863	1006	881	1022	767	791
7323	9031	10868	9634	11241	8825	9121
105377348	26	25	25	26	24	31
493856	1090	1326	1196	1388	1036	1103
150159	479	585	543	579	459	489
133308	597	698	640	880	654	714
56898	520	729	639	659	538	504
1062	2240	2867	2498	3118	2511	2613
101929448	1	2	2	3	2	3
6870	0	0	0	1	1	0
105377349	0	2	0	0	0	0
105377350	0	0	1	0	0	0
80319	90	92	85	97	77	91
101929468	7	9	5	9	6	11
105377351	0	0	0	0	0	0
54790	741	865	713	802	626	687
104384744	0	0	0	0	0	0
27068	1108	1343	1276	1577	1389	1354
105377352	0	0	0	0	0	0
54848	5	6	5	8	8	7
100874374	0	0	0	0	0	0
57117	685	873	810	1035	826	852
79807	809	1008	882	1024	931	882
107986190	0	0	0	1	0	0
101929529	0	0	1	1	2	0
255743	1	1	2	0	0	0
101929577	0	0	0	0	1	0
93627	313	411	352	429	366	323
9255	2094	2658	2299	2640	2141	2166
100507096	0	0	0	0	0	0
105377355	0	0	0	0	0	0
105377356	0	0	0	0	0	0
27123	4	5	3	4	3	2
102725220	0	0	0	0	0	0
105377358	2	0	1	3	1	4
105377357	0	0	1	0	0	0
9061	3460	4370	4065	4653	3689	3789
166929	94	120	111	59	64	67
101929595	16	11	15	12	9	8
107986298	11	13	17	11	12	7
113612	110	110	128	112	94	109
107986299	1	0	0	1	1	0
3033	1275	1532	1356	1821	1473	1588
51176	1584	1973	1623	1995	1537	1624
641518	157	197	148	198	164	180
107986300	0	0	0	0	0	0
285456	12	5	12	15	7	12
101929621	0	0	0	0	0	0
6164	10313	13617	12468	15262	12654	12861
58505	2471	3018	2739	2952	2448	2421
105377359	13	12	7	7	9	4
107986234	0	0	0	0	0	0
64850	2	7	11	17	15	12
84570	0	0	2	1	2	3
645078	0	0	0	0	0	0
100533182	28	44	26	29	30	27
10427	1645	2130	1797	2291	1852	1830
693161	0	0	0	0	0	0
55013	872	1052	937	1218	1048	1065
107986302	0	0	1	0	2	3
839	401	474	421	626	505	506
81579	833	1061	965	1308	1014	1008
3426	765	1050	1003	1386	1130	1255
54433	2367	2964	2774	3571	2753	2657
10692	4	10	5	3	4	5
345193	4	0	3	2	2	2
1950	33	31	31	84	57	62
79071	2431	2951	2522	3157	2432	2518
107986303	247	294	261	310	244	258
105377362	0	0	0	0	0	0
2028	15	31	21	27	27	26
110231149	2	1	0	0	0	1
105377363	0	0	2	3	3	0
5308	379	444	391	521	453	456
100126354	0	0	0	0	0	0
105377364	0	0	0	0	0	0
105377365	0	0	0	0	0	0
105377366	0	0	0	0	0	0
105377367	0	0	0	1	1	0
105377369	0	0	0	0	0	0
105377370	1	0	0	0	0	0
132720	1061	1342	1188	1661	1252	1284
55435	1139	1359	1227	1685	1247	1321
92610	498	630	543	788	577	619
80216	382	452	449	759	620	633
107986304	1	0	0	0	1	1
63973	72	83	67	126	103	113
105377372	7	9	10	12	11	14
55345	415	486	470	588	461	500
51574	1184	1543	1350	1594	1264	1377
109864269	191	204	215	254	210	199
442912	0	0	0	0	0	0
442896	0	0	0	0	0	0
407028	0	0	0	0	1	0
442895	0	0	0	0	1	0
442894	0	0	0	0	0	0
287	359	411	421	890	720	799
102723896	0	0	0	0	0	0
105377373	0	0	0	0	0	0
100302188	0	0	0	0	0	0
102465878	0	0	0	0	0	0
105377374	9	12	7	12	13	5
817	1649	2005	1690	2043	1742	1775
105377375	1	2	1	0	1	0
79642	1145	1476	1301	1269	992	989
107986305	12	16	21	19	16	17
105377376	0	0	0	0	0	0
107986235	28	31	36	27	36	39
105377378	5	7	1	6	8	7
105377379	13	13	19	24	16	19
105377380	1	1	1	1	0	1
7368	840	992	853	1329	988	1075
693162	0	0	0	0	0	0
105377382	0	0	0	1	4	2
64579	1	2	1	6	2	1
105377383	0	0	0	0	0	0
100302290	0	0	0	0	0	0
105377384	0	0	0	0	0	0
105377385	0	0	0	0	0	0
107986306	0	0	0	0	0	0
105377387	0	0	0	0	0	0
105377388	1	4	0	2	0	6
133022	95	103	108	216	163	172
105377389	0	0	0	0	0	0
105377390	0	0	0	0	0	0
103689918	0	0	0	0	0	0
102723914	0	0	0	1	0	0
105377391	0	0	0	0	0	0
9348	6	2	4	11	8	4
107986307	1	0	0	0	0	0
105377392	0	0	3	0	0	0
100093630	1189	1456	1418	2225	1896	1953
677809	19	15	19	39	20	25
8492	629	732	651	1073	944	1002
105379403	0	0	0	0	0	0
645455	161	171	163	167	129	118
729218	284	309	284	348	294	273
101929741	2	1	1	0	4	1
57721	880	1169	976	1455	1041	1111
9871	1557	1795	1572	1759	1486	1548
171024	2	5	2	19	3	12
105377393	0	0	0	0	0	0
105377394	0	0	0	0	0	0
102723967	0	2	1	0	0	0
105377395	1	1	0	0	0	3
51778	3	6	9	18	9	9
105379404	1	0	3	2	2	6
101929762	8	7	6	10	19	13
54532	2334	2771	2567	4297	3490	3693
401152	1343	1636	1601	1881	1435	1505
2169	0	0	0	0	0	0
107986193	0	0	1	0	0	0
401149	93	93	62	80	69	61
107983979	29	27	26	23	23	24
101926918	19	36	42	37	25	25
645513	216	236	220	328	287	274
8654	141	191	193	252	172	200
105377396	0	0	0	0	0	0
105377397	0	0	0	0	0	0
101927007	0	0	0	0	0	0
100996694	2	0	0	4	0	5
4085	4102	5120	4618	5549	4411	4550
11107	70	76	65	58	68	61
105377399	4	3	3	1	2	1
79625	47	67	52	69	75	65
105377400	0	0	0	0	0	0
79931	3	2	2	12	2	10
84109	376	497	435	526	482	477
107986309	0	0	0	0	0	1
107986310	0	0	0	0	0	1
105377401	0	0	0	0	0	0
105377402	0	1	1	2	0	0
308	12425	15795	14268	15682	11825	12380
132332	1	0	0	0	0	0
100192379	0	0	0	0	0	0
5393	1971	2391	2115	2469	1978	2114
890	4390	5276	4767	5530	4406	4501
55212	616	793	680	883	711	719
7222	34	54	32	50	38	57
102724158	0	0	1	0	0	0
112268469	7	8	5	12	3	10
84162	948	1191	1067	1436	1257	1100
132612	0	0	0	0	0	0
3558	0	0	0	0	0	2
59067	0	0	0	0	1	0
100996941	0	0	0	1	3	2
166379	171	209	207	252	217	186
729338	30	30	15	32	18	34
2247	881	1065	977	1051	797	913
11162	243	310	275	294	210	251
166378	660	789	750	922	769	802
105377404	4	1	1	5	0	1
10252	373	484	377	402	297	329
100189197	0	1	0	0	1	0
107986311	0	0	0	0	0	0
105377405	0	0	0	0	0	0
285419	1	0	0	0	0	0
105377407	0	0	0	0	0	0
105377406	3	4	4	1	1	1
105377408	0	0	0	0	0	0
101927087	0	0	0	1	0	1
57182	6109	7579	7024	8295	6487	6197
79633	155	201	182	294	224	195
100302267	0	0	0	0	0	0
101927109	0	0	0	0	0	0
105377409	0	0	0	0	0	0
105377410	0	0	0	0	0	0
105377411	0	0	0	0	0	0
102724210	0	0	0	0	0	1
107986312	0	0	0	0	0	0
105377412	0	0	0	0	0	0
105377413	0	0	0	1	0	0
27152	284	327	302	378	315	310
83447	0	0	0	0	0	0
105377414	0	0	0	0	0	0
22824	446	542	424	717	625	658
10733	1192	1467	1298	1664	1363	1359
256471	302	310	285	396	302	321
80167	253	308	297	452	377	390
55132	634	810	672	973	798	861
10424	1270	1541	1516	1635	1262	1365
100507487	5	7	6	7	8	8
101927259	1	1	0	0	0	0
79960	1258	1548	1357	1883	1509	1548
132320	619	760	687	876	707	733
132321	246	310	267	358	311	327
105377416	0	0	0	0	0	0
105377417	0	0	0	0	0	0
101927282	4	6	0	13	7	9
107986313	0	0	0	0	0	0
105377418	0	0	0	0	0	0
105377420	0	0	0	0	0	0
105377422	2	0	0	3	2	0
105377423	1	0	0	0	0	0
105377424	9	12	15	15	24	15
101927305	0	0	0	0	0	0
105377425	0	0	0	0	0	0
105377428	0	1	1	0	0	0
107986236	0	0	2	0	0	0
104355285	0	0	0	0	0	0
105377431	0	0	0	1	0	0
105377432	0	0	0	0	0	0
101927359	12	16	18	31	17	14
57575	732	872	811	2445	2208	2298
132430	183	218	180	320	276	272
105377434	4	1	3	6	2	0
105377436	0	0	0	0	0	1
105377438	0	0	0	0	0	1
105377437	0	0	0	0	0	0
105377439	0	0	0	2	0	3
100507528	0	0	0	1	0	0
105377441	15	24	10	22	32	25
729307	0	0	0	0	0	0
105377442	0	0	0	0	0	0
54510	238	307	264	361	293	294
105377443	0	0	0	0	0	0
101927414	0	0	0	0	0	0
107986314	0	0	0	0	0	0
105377444	0	0	0	0	0	0
105377445	1	0	0	0	0	0
107986315	0	0	0	0	0	0
105377447	0	0	0	0	0	0
641365	0	0	0	0	0	0
641364	73	98	83	179	133	132
23657	2254	2878	2388	5173	3870	3928
105377446	0	0	0	0	0	0
100874047	0	1	0	0	0	0
105377448	0	0	0	0	0	0
25819	807	1017	806	1109	846	1023
1998	957	1153	1031	1368	1079	1132
105379412	0	0	0	0	0	0
84709	4	6	3	4	0	3
4717	1361	1839	1554	1973	1674	1715
80155	5686	7091	6432	8012	6293	6514
105377449	10	16	22	23	7	17
107984036	19	37	25	32	23	14
83452	198	250	241	242	177	191
80854	3428	4269	3958	4377	3430	3620
105377451	0	0	0	0	0	0
105377622	1	0	1	1	0	2
101927490	0	0	0	0	0	0
4258	376	378	370	832	698	655
55534	1995	2584	2462	2425	2051	2054
105377452	0	0	0	0	0	0
101927516	1	1	0	0	3	2
60592	1398	1712	1387	2049	1676	1640
100129858	10	18	15	20	13	13
1047	93	110	97	115	95	78
152586	0	0	0	0	0	0
255520	638	734	642	733	645	650
7350	1	1	3	2	1	1
23158	1499	1935	1770	2288	1901	1894
644962	4	1	0	5	4	2
57484	615	791	702	718	657	684
27309	1156	1542	1430	1865	1588	1681
100507639	2	2	1	6	1	2
105377456	0	0	0	0	0	0
3600	19	17	20	38	30	33
8821	3354	4154	3757	4277	3522	3521
101927613	7	9	11	7	5	7
105377457	0	0	0	0	0	0
107986194	0	0	0	0	0	0
105377623	3	10	1	4	4	7
84640	1272	1513	1291	1571	1221	1236
2549	316	421	334	424	332	348
100423017	0	0	0	0	0	0
100128055	639	798	659	838	646	649
8467	5114	6403	5657	6742	5196	5290
441046	0	0	0	0	0	0
166752	0	0	0	0	0	0
105377458	0	0	0	0	0	1
105377459	0	0	0	0	0	0
2996	64	75	76	60	47	42
101927636	0	1	0	0	0	0
2994	0	0	0	0	1	0
105377460	0	0	0	0	0	0
2993	0	0	0	0	0	0
107986317	0	0	0	0	0	0
105377461	0	0	0	0	0	0
105377462	0	0	0	0	0	0
646576	17	18	5	18	11	15
64399	33	45	45	50	62	50
10393	684	818	808	958	717	773
6059	5870	7109	6214	7411	5740	6120
54726	2778	3461	2985	5031	3988	4296
105377465	0	0	0	0	0	0
105377466	0	0	0	1	0	0
4086	469	567	516	572	456	454
101927659	0	0	0	0	0	0
104326058	95	88	105	93	84	91
285422	0	0	0	0	0	0
105377467	2	2	0	4	1	0
166785	135	189	161	280	227	218
646603	303	320	318	268	230	217
152485	1289	1528	1403	1281	1059	1032
105377468	0	0	0	0	0	0
105377469	0	0	0	0	0	0
100505545	0	0	0	0	0	0
105377470	0	0	0	0	0	0
11157	845	1122	895	1215	934	1023
345051	0	0	1	1	0	1
84068	229	300	247	330	243	242
105377472	0	0	1	0	0	0
102465837	0	0	0	0	0	0
5458	0	0	0	0	0	0
83894	7	6	3	0	0	1
105377474	0	0	0	0	0	0
105377473	1	0	2	0	0	1
105377475	0	0	0	0	0	0
105377476	0	1	0	0	0	0
100313938	0	0	0	0	0	0
1909	44	87	66	78	67	56
105377478	1	0	0	0	0	0
105377477	0	0	0	0	0	0
55751	1062	1300	1229	1362	1106	1070
90826	607	806	694	809	637	717
79658	464	616	496	678	475	562
100616246	0	0	0	0	0	0
4306	31	35	27	25	22	27
102724672	0	0	0	0	0	0
107986195	0	0	0	0	0	0
105377483	0	0	0	0	0	0
105377481	0	0	0	0	0	0
105377480	0	0	0	0	0	0
107986319	1	0	0	0	0	1
101927849	0	0	0	1	0	0
107986320	0	0	0	0	0	0
285423	11	17	13	3	13	9
105377479	0	0	0	0	0	0
166614	91	98	94	101	60	80
987	264	296	263	356	308	285
729558	0	0	0	0	0	0
10586	0	0	0	0	0	0
6189	31866	39165	36634	43490	35039	36322
114655	0	1	3	2	0	2
8944	23	34	28	35	27	28
152503	866	1054	929	1420	1200	1212
107986196	43	97	43	130	55	119
105377485	2	1	2	4	1	2
345062	0	0	0	0	0	0
105377486	22	24	30	39	47	37
729830	210	327	285	323	275	282
5188	740	898	847	956	826	868
107986197	8	11	2	3	3	5
105377488	0	0	0	0	0	0
102724700	0	0	0	0	0	0
100505685	0	0	0	0	0	0
100996286	0	0	0	0	1	2
105377490	0	0	0	0	0	0
105377489	0	0	0	0	0	0
105377492	1	4	0	1	4	1
55294	590	727	693	807	680	734
102191832	25	36	29	38	28	27
100422896	0	0	0	0	0	0
54553	43	66	44	49	40	48
100616193	2	6	3	4	3	4
201799	112	125	107	180	183	177
105377495	2	2	5	5	3	4
201798	56	56	45	74	49	64
27236	1334	1686	1490	2017	1589	1728
729870	9	5	8	12	10	10
85462	155	190	151	440	343	339
23321	2781	3660	3199	4291	3265	3417
105377496	0	0	0	1	0	1
303	10	7	5	9	4	6
84057	320	372	321	425	378	401
23240	473	621	519	671	543	483
105377498	0	0	1	0	0	0
100419170	0	0	0	0	0	1
7097	30	19	37	26	20	21
285533	59	56	42	93	61	71
105377499	5	4	8	6	12	13
6423	1	2	1	1	1	0
101927947	1	1	0	2	3	2
54798	49	50	59	118	96	112
5356	3115	3731	3233	4813	3931	3986
2244	0	0	0	0	0	0
2243	0	0	0	0	0	0
2266	0	1	1	0	2	1
9227	150	162	158	468	348	350
105377500	0	0	0	1	0	0
166863	11	8	15	21	21	26
105377501	0	0	0	0	0	0
4887	2	0	0	0	0	0
107986321	1	0	0	0	0	0
105377502	0	0	0	0	0	0
79884	1196	1450	1188	1690	1284	1355
102724776	51	78	68	91	62	53
105377503	1	0	1	0	0	0
105377505	0	0	0	0	0	0
105377504	0	0	0	0	0	0
2982	7	2	4	9	11	5
107984032	0	0	0	0	0	0
105377506	0	0	0	0	0	0
2983	0	1	0	0	0	0
51802	1	0	1	2	1	2
105377507	0	2	1	11	9	8
6999	1	1	0	3	6	2
1519	34	56	59	62	29	34
102724785	0	0	0	0	0	0
105377508	0	0	0	1	0	1
107986322	0	0	0	0	0	0
56034	345	380	356	414	344	373
2743	125	141	132	181	156	193
2891	41	56	57	12	10	8
112268471	4	5	5	3	2	0
107986238	0	0	0	0	0	0
340017	0	0	0	0	0	0
105377509	0	0	1	0	0	0
51313	206	253	192	99	75	82
285505	46	61	49	25	19	20
101928007	0	0	0	0	0	0
55314	157	225	156	314	274	319
105377510	0	0	0	0	0	0
59350	1	0	0	0	0	0
201725	582	712	656	940	726	738
2110	474	614	529	859	708	742
5481	1972	2271	2054	2615	2034	2008
57600	594	755	624	644	551	545
152940	0	0	0	0	1	0
9693	1026	1314	1161	1640	1348	1291
100500881	0	0	0	0	0	0
100616303	0	0	0	0	0	0
107986324	0	0	0	0	0	1
105379457	0	0	0	0	0	0
109729132	0	0	0	0	0	0
107986239	0	0	0	0	1	0
105377512	0	1	0	0	1	0
105377513	0	0	0	0	0	0
105377514	0	0	0	0	0	0
105377515	1	2	3	8	5	5
56884	17	25	21	23	22	25
101928052	0	0	0	0	0	0
105377516	0	0	0	0	0	0
100616234	0	0	0	0	0	0
92345	1028	1312	1085	1516	1189	1181
101928081	1	6	5	10	2	5
105377517	0	0	0	0	0	0
4886	33	27	28	26	25	24
4889	1	1	1	0	1	1
84076	0	0	0	0	0	0
55319	1240	1608	1427	1886	1455	1504
55016	84	86	83	82	75	80
107986325	0	1	0	0	0	0
23520	119	123	139	126	106	114
100505989	0	0	0	0	0	0
100506013	0	0	0	0	0	0
391712	1	0	0	0	0	1
152756	38	37	42	50	24	35
166655	0	0	0	0	0	0
201931	1211	1479	1408	1857	1455	1626
11275	574	643	626	863	646	770
2713	0	2	0	3	1	0
6307	958	1095	911	1077	847	925
105377519	0	0	0	2	0	0
1363	677	800	724	1078	909	941
693163	0	0	0	0	0	0
105377520	0	0	0	0	0	0
101928151	3	1	1	1	3	2
101928131	9	11	4	23	28	21
105377521	0	0	0	0	0	0
7092	8	4	7	20	14	30
50859	21	19	17	23	29	15
105377523	0	0	0	0	0	0
11199	0	2	1	1	0	0
105377524	0	0	0	1	0	0
55601	100	113	112	176	178	182
91351	157	160	176	239	189	215
107986198	1	0	0	0	0	0
23022	830	1023	907	1016	800	885
107986199	0	0	0	0	0	0
102723331	1	3	4	2	4	5
84869	684	933	769	1077	774	857
107986200	0	0	0	1	0	0
105377527	2	2	1	0	1	3
57630	681	905	825	949	758	732
105377529	0	0	0	0	0	1
4750	603	721	665	849	597	598
1182	3139	3873	3420	3875	3045	3050
54969	621	699	682	883	757	764
107986240	0	0	0	1	0	0
105377530	0	0	0	0	0	0
100506085	0	0	0	0	0	0
9848	100	125	97	80	59	47
51166	852	1025	866	978	781	806
107986326	74	79	68	76	66	55
101928223	0	0	0	0	0	0
107986241	0	0	0	0	0	0
100506107	0	0	0	0	0	0
100506122	0	0	0	0	0	0
102466953	0	0	0	0	0	0
105377534	0	0	0	0	0	0
101928288	0	0	0	0	0	0
105377535	0	0	0	0	0	0
105377536	0	0	0	0	0	0
441052	25	30	21	37	39	46
442117	58	35	39	65	61	65
105377537	0	0	0	0	0	0
101928314	0	0	0	0	0	0
107986201	0	0	0	0	0	0
101930370	102	104	89	120	95	112
51809	967	1231	1032	1294	985	1046
100422849	0	0	0	0	0	0
3148	7642	9712	8573	10163	8535	8921
105377541	13	8	10	6	12	7
105377540	64	48	59	48	50	53
8819	667	769	681	730	629	747
101928383	11	19	16	8	5	11
11341	18	28	25	14	7	16
112268474	0	0	0	1	0	0
112267917	0	0	0	0	0	0
101928409	0	0	0	0	0	0
9464	237	268	229	289	211	276
79804	23	35	18	29	27	30
107986203	0	0	0	0	1	0
101928478	0	0	0	0	0	0
105377543	0	0	0	0	0	0
105377544	0	0	0	0	0	0
105377546	0	0	0	0	0	0
107986204	4	3	2	3	0	6
101928509	7	8	9	17	14	8
26269	134	158	137	160	139	137
80817	535	669	525	761	608	609
105377547	0	0	0	0	0	0
100423042	0	0	0	0	0	0
3248	15	20	13	62	47	59
105377548	0	0	2	0	1	1
105377549	0	0	0	0	0	0
105377551	0	0	0	0	0	0
8001	1	1	0	0	0	0
101928551	0	0	0	0	0	0
11086	0	0	0	0	0	0
105377552	0	0	0	0	0	0
2823	27	27	24	24	16	21
101928590	0	0	0	0	0	0
107984113	0	0	0	0	0	0
116966	356	424	395	512	394	452
132851	3	6	4	6	9	2
140458	0	0	2	0	0	0
60559	5357	6716	5875	6640	5241	5409
105377555	0	2	0	1	1	0
7424	109	159	122	224	170	219
105377556	0	1	0	0	0	2
105377557	0	0	0	0	0	0
55247	504	649	556	808	586	630
105377558	4	3	3	8	5	3
175	821	1040	949	1274	1050	1056
285500	198	216	201	212	168	177
105377559	3	3	0	1	0	1
285501	3	1	2	4	0	3
105377560	0	0	0	0	0	0
101928656	1	0	1	3	0	7
105377561	1	0	0	0	0	0
105377562	0	0	0	0	0	0
105377563	0	0	1	3	2	2
105377564	3	2	2	2	5	2
105377567	31	22	16	46	44	52
105377565	0	0	0	1	0	0
105377568	0	0	0	0	0	0
728081	2	2	6	7	7	8
101928679	0	0	0	0	0	0
107986205	0	0	0	0	0	0
55714	2487	2988	2869	4380	3518	3383
105377573	0	0	0	0	0	0
90768	571	700	625	598	497	500
100302270	0	1	0	0	0	0
105377572	1	0	0	0	0	0
105377571	0	2	2	3	0	3
105377576	77	87	96	136	107	102
1635	4124	5059	4506	6483	5254	5388
105377577	1	0	0	0	0	0
107986327	1	1	0	2	1	2
112268472	0	0	0	0	0	0
107986328	0	0	0	0	0	0
403315	0	0	0	0	0	0
105377578	3	0	0	0	0	0
152641	35	39	29	45	55	45
80014	2079	2556	2242	2800	2219	2271
101928734	0	0	0	0	0	0
53842	36	46	29	47	31	38
100132463	1	0	0	2	1	1
107986217	1	0	0	1	2	2
55602	1249	1463	1274	1415	1124	1191
389247	33	32	42	42	38	41
3622	543	737	608	872	731	710
101929996	0	0	0	0	0	0
105377579	0	0	0	0	0	0
105377580	0	0	0	0	1	0
107986329	0	0	0	0	0	0
201965	1094	1376	1196	1477	1192	1171
60684	2086	2452	2213	2578	2029	2142
105377581	0	0	0	0	0	2
56977	210	260	233	83	80	72
107986330	1	0	0	0	0	0
133121	0	0	0	1	1	2
105377582	1	0	0	0	1	0
105377584	1	1	0	0	0	0
728175	2	1	3	3	2	2
107986332	0	0	0	0	0	0
102723766	1	0	0	0	0	1
3660	867	1125	950	1251	1095	1132
105377585	0	1	1	3	1	1
105377586	0	1	1	0	0	0
836	1480	1811	1667	1647	1281	1338
201973	768	914	776	1069	864	902
79682	2486	3027	2693	3894	2971	3080
2180	990	1207	1069	1936	1474	1571
643036	0	0	0	0	0	1
105377587	0	1	0	0	0	1
731424	0	1	0	1	0	3
100500818	0	0	0	0	0	0
100506229	0	0	0	0	0	0
100616111	0	0	0	0	0	0
107986333	0	0	0	0	0	0
391723	11	23	19	54	47	48
101928877	0	0	0	0	0	0
105377588	0	0	0	0	0	0
291	2415	2997	2696	3714	3038	3000
57587	3588	4416	3925	5278	4236	4383
83891	1099	1340	1115	1399	1105	1152
55805	145	191	156	205	190	179
107986206	2	0	2	1	3	1
353322	82	109	95	121	109	108
55325	923	1158	1038	1272	1048	1031
441054	8	10	6	12	15	12
256309	4	4	3	11	3	5
105377590	5	3	3	5	1	6
27295	627	770	670	813	675	760
8470	484	572	527	532	413	425
101928929	3	0	1	4	4	2
7098	150	168	154	173	141	147
25854	140	192	198	186	164	167
651430	12	25	17	12	11	9
285440	365	479	432	452	400	386
3818	0	3	1	3	0	0
